"alpha_abs_bias","alpha_sd_abs_bias","beta_abs_bias","beta_sd_abs_bias"
0.00951126169427535,0.0341106381182638,0.519342668915785,0.193777979737725
0.0467089187405548,0.0401197728029254,0.437136990164408,0.161744158093391
0.0773633971629173,0.0443684517599464,0.507519506127593,0.157253403382864
0.0275291004348197,0.0417592588068855,0.627252273757417,0.195627263293464
0.0853749059716957,0.0478686525368923,0.449755771992532,0.182099734268962
0.0294946194706945,0.0375213582497689,0.570234073567189,0.176692784834969
0.0819257636244761,0.0496277110645193,0.447463689798953,0.158536374653391
0.0574663958992874,0.0401214819652889,0.5606473512208,0.147438058588565
0.0629116091061467,0.0506427139064735,0.639614182003871,0.168500743497152
0.0287179065314834,0.0364901192981167,0.629785498299006,0.154259596249386
0.0688252308207034,0.0480134666813943,0.612094059520019,0.183031622569359
0.0375939092737475,0.0357204041141574,0.506090422765691,0.170277923928502
0.0465685943160919,0.0371749812980728,0.418455338405084,0.14734907415424
0.0443919180483402,0.0361205211120123,0.502529032664294,0.186129195217347
0.116113670140109,0.0570863841760002,0.446566512354433,0.164867626651807
0.0273348803386588,0.031037841182412,0.459385750920328,0.13741376520962
0.0547929870115594,0.047589852359277,0.548003427068591,0.193489868905289
0.0804891376017459,0.0410162081593642,0.450744509351711,0.145032929053827
0.0628902353366966,0.0378517420706373,0.4099124698888,0.161663882950779
0.0440320110702031,0.0298099787727316,0.413677888805774,0.151880099622655
