"alpha_abs_bias","alpha_sd_abs_bias","beta_abs_bias","beta_sd_abs_bias"
0.0124319718343819,0.0216805319690634,0.411388430206293,0.0713048069628043
0.0321264729420421,0.0205894452228111,0.34486142200509,0.0680737297830601
0.0253334810439383,0.0229721879427151,0.272836877246185,0.0757992047239384
0.0236957542764372,0.0179861502072408,0.327289623788006,0.0578072737179795
0.0152824334795343,0.020422873530143,0.416950158265996,0.0674942250256519
0.0212506288477246,0.0203690055311145,0.338472220092169,0.0683751861539738
0.0239044674097656,0.0210752812702109,0.347763789655453,0.069644965800418
0.0422563564446722,0.021398359084029,0.262928298347832,0.0634009795266589
0.0186510769091229,0.0191779504851676,0.295761737784279,0.0720100436195422
0.00193096771904808,0.0174686629211167,0.401907549676305,0.0605164444862616
0.0135326230730218,0.0161258496251062,0.320036993296607,0.0640004200850093
0.00902280728475072,0.0173225839709277,0.405093410282126,0.0701341716213647
0.019585849749173,0.0143143015416969,0.322362851814193,0.0514214105277691
0.0175848986191907,0.0203701281967954,0.320731901732491,0.0698533459284197
0.0169514480520389,0.0191605210181222,0.337048095821686,0.0702221806819934
0.0296888235739673,0.0224140532174414,0.315093280035092,0.0716049199819411
0.0282912034188129,0.0219569734200365,0.421201309683648,0.070341158276435
0.00541277260780243,0.0196110504146789,0.384895433755469,0.0659363036141358
0.0212891064781361,0.0191847362252165,0.375043594413581,0.0684993210588649
0.0116484534169321,0.0192310580162377,0.291784590041646,0.0708173946753777
